sample,TOT_DEP,CITY,COUNTY,STATE,OPEN_DT,ZIP5,DEP_YR3,unique_id,INSTITUTION_SIZE,P002001,P002002,P002003,P002004,P002005,P015001,P016001,P017001,P018001,P018002,P018005,P027001,P027002,P027024,P031001,P032001,P033001,H001001,H003001,H003002,H003003,H004001,H004002,H004003,P030001,P030002,P030003,P030004,P030005,P030006,P030007,P030008,P030009,P030010,P030011,P030012,P030013,P030014,P030015,P030016,P032002,P032003,P032004,P032005,P032006,P032007,P032008,P032009,P032010,P032011,P032012,P032013,P035001,P035002,P035003,P035004,P035005,P035006,P035007,P035008,P035009,P035010,P052001,P052002,P052003,P052004,P052005,P052006,P052007,P052008,P052009,P052010,P052011,P052012,P052013,P052014,P052015,P052016,P052017,P053001,P060001,P060002,P060003,P061001,P061002,P061003,P076001,P076002,P076003,P076004,P076005,P076006,P076007,P076008,P076009,P076010,P076011,P076012,P076013,P076014,P076015,P076016,P076017,P077001,P082001,H034001,H034002,H034003,H034004,H034005,H034006,H034007,H034008,H034009,H034010,H040001,H040002,H040003,H040004,H040005,H040006,H040007,H040008,H040009,H040010,H047001,H047002,H047003,H050001,H050002,H050003,H084001,H084002,H084003,H084004,H084005,H084006,H084007,H084008,H084009,H084010,H084011,H084012,H084013,H084014,H084015,H084016,H084017,H084018,H084019,H084020,H084021,H084022,H084023,H084024,H084025,NUM_BANK,NUM_BR,Longitude,Latitude,Column 172
Build,2931,Carrollton,Isle Of Wight,Virginia,02/27/2006,23314,12870,10000172,SMALL,4401,1720,1328,,,1668,4401,2.64,1668,256,1412,4401,4401,0,1350,3965,2.94,1759,1759,1668,91,1668,1441,227,2044,1960,1849,111,0,0,0,0,0,,0,0,0,25,0,59,1026,0,1026,594,0,594,244,0,244,121,0,121,2044,1960,1849,111,92,8,0,11,0,84,1662,68,105,81,84,81,32,32,115,92,165,308,252,116,63,56,12,58605,1662,248,1414,1662,737,925,1365,7,62,50,56,53,13,32,101,105,132,278,236,116,56,56,12,65029,23192,1755,121,173,157,530,256,130,152,62,174,1664,255,239,779,277,0,106,0,8,0,1755,1717,38,1755,1717,38,1439,19,15,34,34,0,0,0,15,35,19,63,95,40,172,189,309,121,79,62,71,50,8,9,0,1,1,-76.5378,36.940626,0.0673867655
Build,171525,Hagerstown,Washington,Maryland,11/01/2005,21742,2587,10000090,SMALL,25053,20449,20449,,,10130,24604,2.43,10130,2560,7570,25053,24604,449,7087,20581,2.9,10541,10541,10130,411,10130,7256,2874,12872,12133,10776,1357,77,19,0,9,0,,49,8,6,157,33,458,9108,51,9057,1578,7,1571,632,9,623,1096,10,1086,12872,12133,10776,1357,1081,165,64,16,31,739,10195,614,496,503,679,552,608,558,608,573,1061,1318,1307,648,215,258,197,48923,10195,1056,9139,10195,4608,5587,7215,196,154,240,343,323,366,395,498,354,867,1101,1199,586,191,251,151,58300,24937,10560,163,838,1139,1549,1433,1405,1504,989,1540,10169,3080,219,3334,3332,0,175,0,21,8,10560,10527,33,10560,10530,30,7289,59,23,14,27,32,14,8,67,58,130,288,538,681,1619,1439,737,401,477,360,164,95,58,0,0,3,4,-77.68297,39.658897,0.0693172121
Build,1441191,Pikesville,Baltimore,Maryland,09/17/2007,21208,1547,10000397,SMALL,31497,31497,31497,,,13506,30444,2.25,13506,4387,9119,31497,30444,1053,8484,24231,2.86,14297,14297,13506,791,13506,9493,4013,15257,13065,11839,1226,1159,240,0,748,146,,25,0,26,225,133,649,8516,148,8368,3732,478,3254,1055,214,841,1305,319,986,15257,13065,11839,1226,1022,134,17,0,53,2192,13663,638,559,546,638,616,793,787,745,521,1409,1433,1695,1150,494,586,1053,56671,13663,1644,12019,13663,7266,6397,8589,115,88,237,303,224,481,426,403,300,809,1087,1273,968,422,515,938,72451,37917,14331,519,1291,1285,1845,2402,3097,2248,948,696,13525,8240,133,3415,1695,0,0,0,27,15,14331,14281,50,14331,14275,56,9441,9,0,7,7,10,0,0,58,80,121,343,694,1209,1931,1314,726,346,733,699,567,292,166,85,44,12,15,-76.7287,39.376879,0.0751814039
Build,291206,Ashburn,Loudoun,Virginia,07/19/2006,20147,27473,10000215,LARGE,29767,29186,29186,,,10310,29767,2.89,10310,1871,8439,29767,29767,0,7768,26053,3.35,10777,10777,10310,467,10310,8517,1793,15819,14585,13313,1272,242,99,0,112,0,,31,11,43,106,70,762,7828,50,7778,3368,0,3368,2155,7,2148,1706,185,1521,15819,14585,13313,1272,1025,162,50,0,35,1234,10300,51,79,132,186,221,209,363,314,324,744,1286,2211,1614,1111,890,565,88133,10300,1214,9086,10300,5421,4879,7837,47,28,66,107,95,136,144,190,170,475,945,1798,1386,956,780,514,95767,35714,10777,1831,4054,3337,1292,65,16,38,64,80,10290,9213,114,899,53,0,11,0,0,0,10777,10768,9,10777,10745,32,8528,0,0,0,0,8,0,11,0,10,8,137,29,151,192,1024,1350,827,1148,1478,1620,428,98,9,0,9,12,-77.49064,39.041978,0.0764590276
Build,91509,Sterling,Loudoun,Virginia,05/13/2005,20166,25056,10000069,LARGE,4030,3818,3818,,,1534,4030,2.63,1534,344,1190,4030,4030,0,1021,3177,3.11,1621,1621,1534,87,1534,1144,390,2310,2125,1898,227,52,32,0,20,0,,0,6,11,6,11,99,1376,0,1376,399,0,399,261,0,261,175,52,123,2310,2125,1898,227,162,25,4,0,36,185,1487,23,12,16,38,28,97,68,110,53,87,283,367,157,58,54,36,67972,1487,140,1347,1487,429,1058,1017,10,6,16,49,34,69,45,74,32,52,187,266,95,42,40,0,65417,29716,1601,405,821,246,39,13,16,36,8,17,1507,1278,29,172,20,0,8,0,0,0,1601,1587,14,1601,1601,0,1079,0,0,10,0,12,0,0,0,0,0,0,0,15,174,134,362,196,72,90,9,0,5,0,0,4,6,-77.43442,39.004276,0.0774328914
Build,1807529,Bethesda,Montgomery,Maryland,01/31/2007,20814,30261,10000244,SMALL,25269,25269,25269,,,12124,24461,2.02,12124,5143,6981,25269,24461,808,5827,16326,2.8,12567,12567,12124,443,12124,6827,5297,14910,9364,8085,1279,3084,291,7,2733,38,,15,12,169,1370,65,846,7138,474,6664,4122,1461,2661,2139,945,1194,665,204,461,14910,9364,8085,1279,1112,102,31,32,2,5546,12085,462,319,312,309,319,484,394,501,336,1011,1405,1714,1343,859,967,1350,77568,12085,1760,10325,12085,7744,4341,5903,133,16,86,74,96,141,105,112,80,373,544,958,812,554,707,1112,105943,51575,12550,129,818,661,1137,1837,2619,2795,1472,1082,12097,8253,72,2864,823,9,0,0,36,40,12550,12497,53,12550,12469,81,6813,0,0,0,10,5,31,14,0,10,61,93,168,196,465,291,281,252,615,1224,1567,599,633,165,133,22,29,-77.10185,38.999759,0.0886998405
Build,790638,Salisbury,Wicomico,Maryland,07/24/2007,21801,11622,10000455,SMALL,27335,23230,23230,,,9698,24933,2.57,9698,2458,7240,27335,24933,2402,6507,19964,3.07,10248,10248,9698,550,9698,5949,3749,12551,10827,9198,1629,449,153,6,0,0,,290,6,103,587,130,449,9399,280,9119,1464,43,1421,616,47,569,623,79,544,12551,10827,9198,1629,1097,316,73,76,67,1724,9563,1003,691,773,712,629,594,548,444,420,918,913,912,442,185,180,199,38398,9563,997,8566,9563,3091,6472,6540,388,350,464,437,339,351,332,301,297,775,748,810,410,166,180,192,50142,19125,10165,207,942,994,1468,1592,1548,1429,710,1275,9645,2356,1194,3578,2381,0,60,0,45,31,10165,10130,35,10165,10050,115,5955,44,27,95,61,110,108,52,187,176,390,364,708,537,776,605,622,260,363,158,149,65,78,20,0,12,25,-75.61214,38.369675,0.1068992685
Build,753820,Virginia Bea,Virginia Beach,Virginia,03/01/2005,23451,87943,10000038,SMALL,41499,41499,41499,,,19220,40756,2.12,19220,6802,12418,41499,40756,743,9992,27793,2.78,21824,21824,19220,2604,19220,9819,9401,23088,20820,18821,1999,297,276,0,0,0,,21,4,234,658,258,817,15513,112,15401,4936,44,4892,899,11,888,923,130,793,23088,20820,18821,1999,1682,206,85,19,7,2268,19241,1299,869,944,1247,1379,1325,1280,1275,829,1612,1992,1864,1203,582,566,975,45014,19241,2500,16741,19241,8268,10973,10184,386,371,401,570,663,495,630,565,357,886,1118,1318,854,437,403,730,57371,32205,21828,320,1163,2025,5366,5339,2658,2919,1127,911,19217,5078,294,11513,2204,0,38,26,17,47,21828,21767,61,21828,21785,43,9784,152,43,46,16,32,0,13,102,150,280,317,366,260,799,951,851,843,1314,740,1121,692,387,189,120,9,13,-76.00098,36.864788,0.1076669835
Build,766988,Abingdon,Washington,Virginia,05/22/2006,24210,12694,10000173,SMALL,14723,9455,0,,,6410,14212,2.22,6410,1995,4415,14723,14212,511,4191,11612,2.77,6886,6886,6410,476,6410,4436,1974,6673,6299,5839,460,15,15,0,0,0,,0,0,0,85,31,243,4609,9,4600,1115,0,1115,263,6,257,443,0,443,6673,6299,5839,460,361,70,29,0,0,374,6420,852,593,529,576,548,446,339,427,225,605,520,312,174,69,92,113,30836,6420,751,5669,6420,2151,4269,4153,237,240,274,358,345,283,269,327,207,523,418,280,148,55,87,102,41001,19662,6846,144,569,843,1113,1469,745,661,442,860,6349,1107,135,3713,1050,56,262,0,7,19,6846,6688,158,6846,6737,109,4360,224,99,107,59,75,29,73,167,275,292,483,381,466,579,331,152,111,175,92,87,50,23,22,8,12,15,-82.00845,36.728639,0.1078573016
Build,273445,Newport News,Newport News,Virginia,03/27/2006,23602,382,10000156,SMALL,41289,41289,41289,,,16088,40392,2.51,16088,4062,12026,41289,40392,897,11004,33197,3.02,16881,16881,16088,793,16088,9309,6779,20668,19633,17131,2502,325,312,0,0,0,,13,6,30,228,110,336,14669,141,14528,3721,119,3602,1147,39,1108,795,26,769,20668,19633,17131,2502,2015,336,80,45,26,1035,16058,838,1021,857,1134,1260,1096,1044,1080,947,1677,2199,1570,786,308,146,95,43350,16058,1353,14705,16058,5249,10809,11076,426,536,520,667,692,701,703,692,675,1350,1675,1306,684,256,111,82,49140,19946,16913,282,1679,2477,3561,4450,3463,751,147,103,16107,7522,197,7643,609,0,115,0,0,21,16913,16832,81,16913,16802,111,9286,151,55,60,52,24,36,36,67,266,420,644,1347,1400,2003,1227,835,325,193,49,31,19,18,13,15,6,6,-76.5183,37.115698,0.1080154243
Build,43113,Manassas,Prince Willia,Virginia,12/13/2007,20112,88076,10000480,LARGE,19000,14850,14850,,,5989,18933,3.16,5989,495,5494,19000,18933,67,5249,17571,3.35,6161,6161,5989,172,5989,5698,291,10220,9212,7526,1686,306,74,0,20,212,,0,48,0,57,64,533,3378,0,3378,1836,0,1836,2127,11,2116,2346,295,2051,10220,9212,7526,1686,824,532,161,73,96,1008,5986,89,87,32,28,97,108,156,192,119,414,701,1423,1106,695,503,236,91014,5986,810,5176,5986,3268,2718,5327,54,58,22,28,81,79,114,111,115,377,558,1310,1037,691,468,224,94754,31385,6122,633,922,580,1778,1356,257,281,114,201,5959,1669,469,2675,962,0,152,0,11,21,6122,6096,26,6122,6099,23,5646,29,47,44,30,8,0,0,0,18,5,33,10,72,223,437,730,777,1401,912,742,96,32,0,0,1,1,-77.44796,38.685117,0.1211314041
Build,655412,Manassas,Prince Willia,Virginia,05/26/2005,20110,40256,10000020,LARGE,39186,38852,38852,,,13006,38325,2.95,13006,2592,10414,39186,38325,861,9521,32321,3.39,13384,13384,13006,378,13006,9400,3606,20382,18656,15439,3217,606,109,0,63,381,,53,30,21,308,201,560,9280,73,9207,3716,40,3676,3217,50,3167,3609,443,3166,20382,18656,15439,3217,2283,503,193,182,56,1726,13014,357,385,283,542,577,609,566,686,785,1338,1869,2363,1377,516,433,328,62938,13014,1623,11391,13014,4978,8036,9538,175,202,142,222,310,379,403,414,479,977,1428,2038,1258,488,352,271,71654,24618,13370,197,973,1948,4757,2291,1811,793,252,348,12998,6108,82,6406,312,0,54,0,5,31,13370,13362,8,13370,13359,11,9371,92,23,0,0,0,12,8,15,190,463,360,468,517,1009,1351,1326,1401,1454,385,200,44,29,14,10,8,13,-77.47694,38.752269,0.1247636473
Build,329000,Chesapeake,Chesapeake City,Virginia,09/06/2005,23321,18318,10000075,SMALL,30098,27761,27761,,,10685,30081,2.82,10685,1721,8964,30098,30081,17,8635,27151,3.14,11053,11053,10685,368,10685,8250,2435,15062,14345,12953,1392,76,76,0,0,0,,0,0,32,116,109,384,9777,60,9717,3542,8,3534,902,8,894,457,0,457,15062,14345,12953,1392,1181,154,30,13,14,717,10621,390,333,369,554,498,600,702,665,548,1150,1685,1593,829,335,186,184,55785,10621,1031,9590,10621,4537,6084,8666,250,201,238,316,425,472,531,492,379,963,1513,1410,799,314,179,184,60522,22732,11044,335,1120,1535,2347,2642,2251,538,192,84,10672,6145,212,3854,415,0,18,0,18,10,11044,11010,34,11044,11044,0,8238,42,8,10,10,16,22,54,32,229,263,501,564,819,1510,1315,1086,753,532,238,94,73,46,11,10,5,6,-76.41524,36.826239,0.1247926643
Build,341542,Williamsburg,York,Virginia,09/06/2006,23188,628,10000316,SMALL,23441,14971,14971,,,9107,22800,2.5,9107,1796,7311,23441,22800,641,6775,19446,2.87,9661,9661,9107,554,9107,6776,2331,11193,10388,9220,1168,70,54,0,0,0,,16,0,31,186,75,443,7796,34,7762,1549,17,1532,615,19,596,790,0,790,11193,10388,9220,1168,933,165,36,22,12,805,9016,482,395,475,277,367,443,511,510,551,873,1242,1433,708,326,257,166,55502,9016,1034,7982,9016,4533,4483,6810,190,190,239,137,214,252,405,401,405,697,1057,1265,630,316,257,155,63718,24857,9687,707,1658,1374,2747,1755,763,364,204,115,9148,3356,424,4355,878,0,85,0,15,35,9687,9680,7,9687,9667,20,6872,77,60,26,27,19,32,22,17,81,178,254,407,450,940,974,720,486,811,450,564,171,90,7,9,8,10,-76.75793,37.322936,0.1285232068
Build,407105,Manassas,Prince Willia,Virginia,09/27/2006,20109,8863,10000379,LARGE,29380,29020,29020,,,10997,29380,2.67,10997,2874,8123,29380,29380,0,7095,22936,3.23,11408,11408,10997,411,10997,5504,5493,16313,15109,12272,2837,359,153,0,86,112,,8,19,48,335,87,356,7347,46,7301,3986,25,3961,2267,44,2223,2357,244,2113,16313,15109,12272,2837,1805,479,305,155,93,1204,11055,564,298,285,500,619,671,732,686,630,1306,1639,1758,810,285,165,107,53636,11055,1053,10002,11055,3294,7761,7330,297,156,216,312,349,425,382,359,427,827,1128,1357,619,246,145,85,58426,23241,11443,105,1293,2103,3078,2753,1908,108,54,41,11006,5485,119,5163,133,0,28,0,41,37,11443,11406,37,11443,11190,253,5531,0,7,9,0,10,0,7,52,49,136,323,728,447,983,1280,983,315,107,46,8,9,15,17,0,11,12,-77.51294,38.790202,0.1301783591
Build,965103,Winchester,Winchester City,Virginia,11/07/2005,22601,12888,10000087,SMALL,24439,24437,24437,,,10321,23654,2.29,10321,3505,6816,24439,23654,785,5882,17251,2.93,10916,10916,10321,595,10321,4836,5485,12468,11158,9070,2088,229,124,0,0,4,,101,0,37,582,74,388,9574,187,9387,874,26,848,521,9,512,1111,7,1104,12468,11158,9070,2088,1435,269,192,145,47,1310,10336,1075,683,807,907,929,798,598,647,452,774,1065,741,326,173,161,200,34789,10336,1109,9227,10336,3326,7010,5931,251,266,353,523,441,409,373,350,352,508,831,527,308,164,146,129,44990,20577,10928,127,725,597,1502,1423,1447,1703,1188,2216,10331,3925,192,4067,1923,13,104,7,76,24,10928,10911,17,10928,10847,81,4863,14,21,0,37,21,14,0,48,136,179,499,594,591,799,557,302,256,370,209,121,21,66,8,0,11,26,-78.16653,39.179076,0.1348540785
Build,154233,Odenton,Baltimore,Maryland,11/14/2005,21113,5576,10000093,SMALL,20984,20656,20656,,,7863,20972,2.67,7863,1646,6217,20984,20972,12,5594,17474,3.12,8195,8195,7863,332,7863,5752,2111,12146,11066,9925,1141,556,33,0,94,418,,11,0,7,155,42,320,6248,33,6215,2874,86,2788,1218,154,1064,1486,283,1203,12146,11066,9925,1141,901,141,16,42,41,1080,8022,220,154,171,265,336,339,387,287,433,932,1548,1574,825,210,276,65,64757,8022,804,7218,8022,3144,4878,5795,102,68,117,198,259,198,220,161,329,617,1158,1180,684,195,255,54,67274,25746,8318,648,2308,2436,489,867,626,614,126,204,8003,4701,59,2833,402,0,8,0,0,0,8318,8297,21,8318,8304,14,5836,22,33,16,9,8,0,22,17,9,17,33,184,276,940,1823,905,453,719,214,67,22,18,0,29,6,6,-76.70867,39.079902,0.1381071021
Build,340901,Richmond,Richmond City,Virginia,03/01/2006,23225,796,10000117,SMALL,37856,37856,37856,,,17950,37347,2.08,17950,7218,10732,37856,37347,509,9091,25608,2.82,19160,19160,17950,1210,17950,7893,10057,19614,18146,15515,2631,782,764,0,9,0,,9,5,33,233,48,367,14585,352,14233,3123,196,2927,711,119,592,828,115,713,19614,18146,15515,2631,2078,324,111,60,58,1468,18066,1883,1204,1396,1520,1717,1283,1251,1161,910,1631,1507,1297,604,284,245,173,35101,18066,1478,16588,18066,5369,12697,9403,548,410,608,562,823,632,585,566,599,1021,1102,930,446,212,237,122,44714,21271,19201,82,366,599,3149,5134,3860,2983,1352,1676,17983,7104,204,6520,4041,0,13,0,67,34,19201,19093,108,19201,18975,226,7844,31,14,42,16,60,57,73,342,501,825,816,964,692,1099,976,480,283,301,83,85,42,24,22,16,5,10,-77.49851,37.51918,0.1386842239
Build,151215,Baltimore,Baltimore City,Maryland,12/18/2006,21211,11176,10000352,LARGE,16711,16711,16711,,,7931,16556,2.09,7931,3312,4619,16711,16556,155,3769,10838,2.88,8760,8760,7931,829,7931,4319,3612,7936,6055,5012,1043,894,637,62,58,117,,20,11,68,713,114,81,5243,257,4986,1478,264,1214,426,114,312,708,259,449,7936,6055,5012,1043,843,140,47,0,13,1881,7806,989,629,466,656,710,593,575,434,469,619,779,493,197,58,59,80,33380,7806,654,7152,7806,2558,5248,3734,296,240,210,249,355,296,236,210,261,341,439,335,134,23,29,80,39677,20675,8584,33,8,47,319,234,864,1159,1004,4916,7822,5570,105,662,1457,0,0,0,28,0,8584,8507,77,8584,8428,156,4260,51,27,50,43,55,103,147,504,721,788,643,368,229,215,168,27,30,31,40,20,0,0,0,0,5,6,-76.63361,39.328957,0.1391907088
Build,220704,Washington,District Of Columbia,District Of Colum,11/13/2007,20010,13093,10000433,LARGE,28772,28772,28772,,,10798,27950,2.59,10798,3937,6861,28772,27950,822,5469,18672,3.41,11853,11853,10798,1055,10798,3472,7326,13624,5848,4015,1833,6336,4660,35,1508,32,,101,0,313,778,146,203,5866,1593,4273,4456,2659,1797,1424,1014,410,1675,1070,605,13624,5848,4015,1833,1107,409,79,191,47,7776,10891,1629,831,762,968,759,692,568,552,465,721,850,825,543,254,253,219,33408,10891,1006,9885,10891,2273,8618,5737,747,330,488,432,319,415,327,298,340,405,444,468,331,113,107,173,36645,19287,11944,17,18,38,301,490,1070,1874,2106,6030,10897,7019,211,2609,856,0,5,0,71,126,11944,11583,361,11944,11643,301,3453,0,0,17,20,0,19,15,6,23,28,70,144,287,425,531,479,237,263,270,484,83,35,0,17,4,6,-77.02929,38.933311,0.1397569363
Build,36872,Drakes Branc,Charlotte,Virginia,06/12/2006,23937,14496,10000126,SMALL,2014,0,0,,,827,2005,2.42,827,223,604,2014,2005,9,569,1664,2.92,954,954,827,127,827,628,199,879,821,613,208,5,3,2,0,0,,0,0,1,23,12,17,518,3,515,165,0,165,76,0,76,103,2,101,879,821,613,208,145,45,12,4,2,58,822,117,123,94,50,47,68,84,65,42,23,33,42,15,2,2,15,27500,822,116,706,822,153,669,567,30,61,77,37,33,61,67,56,27,17,31,42,15,2,2,9,33750,15276,935,43,86,102,83,227,111,99,66,118,818,2,195,240,259,0,122,0,0,0,935,888,47,935,885,50,635,63,6,21,27,30,17,21,44,106,52,43,57,21,41,24,29,2,13,12,0,4,0,2,0,2,2,-78.53403,36.958048,0.1436340034
Build,59134,Saluda,Middlesex,Virginia,06/01/2005,23149,5947,10000046,SMALL,2539,0,0,,,915,2288,2.5,915,215,700,2539,2288,251,657,1932,2.94,1056,1056,915,141,915,730,185,1072,967,861,106,4,4,0,0,0,,0,5,0,47,0,49,511,0,511,162,0,162,121,0,121,229,4,225,1072,967,861,106,48,50,0,0,8,105,877,79,38,54,70,78,60,48,68,72,115,92,66,4,16,11,6,41065,877,146,731,877,304,573,659,49,14,42,35,67,49,38,54,52,92,92,48,0,10,11,6,43287,17105,1126,38,149,123,144,206,150,84,104,128,925,0,203,450,231,0,41,0,0,0,1126,1091,35,1126,1115,11,728,22,0,0,0,14,0,23,22,82,16,127,67,67,94,47,52,21,41,6,7,20,0,0,0,3,3,-76.60916,37.5787,0.1438796073
Build,51410,Glen Allen,Henrico,Virginia,12/11/2006,23059,28433,10000236,SMALL,15540,10306,10306,,,5939,15536,2.62,5939,1281,4658,15540,15536,4,4341,13450,3.1,6284,6284,5939,345,5939,4483,1456,8410,8000,7319,681,28,16,0,0,0,,12,4,0,18,30,330,6315,19,6296,1269,9,1260,246,0,246,250,0,250,8410,8000,7319,681,601,66,14,0,0,410,5932,106,119,193,232,221,232,331,177,276,514,630,1023,615,501,433,329,73668,5932,674,5258,5932,2957,2975,4438,37,37,96,145,129,145,204,126,152,371,497,865,532,445,372,285,81941,34294,6276,846,2579,917,776,374,252,272,123,137,5953,2581,157,2533,566,0,109,0,7,0,6276,6228,48,6276,6242,34,4501,82,13,41,43,32,0,0,33,16,47,39,67,108,318,444,460,428,851,509,633,220,96,12,9,4,4,-77.53651,37.686152,0.1446322333
Build,12601,Church Hill,Kent,Maryland,08/09/2007,21623,5604,10000380,SMALL,1712,0,0,,,606,1528,2.52,606,139,467,1712,1528,184,426,1277,3,654,654,606,48,606,455,151,857,786,688,98,0,0,0,0,0,,0,0,0,29,5,37,497,0,497,164,0,164,54,0,54,105,0,105,857,786,688,98,68,25,5,0,0,71,604,37,26,19,22,40,23,52,36,17,68,93,89,43,14,3,22,53611,604,142,462,604,223,381,465,22,9,14,21,17,20,19,26,15,64,82,79,38,14,3,22,60764,24997,662,8,56,39,70,109,52,61,24,243,616,3,94,205,283,2,20,2,7,0,662,653,9,662,653,9,480,8,4,0,3,0,0,4,16,9,9,50,27,48,98,35,51,19,37,12,0,17,5,8,20,1,1,-75.96707,39.123235,0.1457268568
Build,303120,Gloucester,Gloucester,Virginia,07/26/2006,23061,441,10000308,SMALL,19263,0,0,,,7004,18944,2.7,7004,1322,5682,19263,18944,319,5439,16756,3.08,7776,7776,7004,772,7004,5948,1056,9278,8733,7503,1230,78,70,0,8,0,,0,6,8,86,30,337,3685,23,3662,1785,9,1776,1647,8,1639,1824,38,1786,9278,8733,7503,1230,911,214,23,30,52,545,7101,403,331,245,455,495,594,454,507,413,849,963,877,210,125,78,102,45710,7101,873,6228,7101,2870,4231,5480,200,131,165,261,358,433,346,393,343,764,802,813,197,111,78,85,51627,20267,7770,217,794,930,2493,1275,542,526,299,694,7024,54,1362,4107,1002,0,445,0,40,14,7770,7672,98,7770,7707,63,5971,86,26,44,50,46,89,67,163,151,269,458,657,548,1119,740,536,268,239,140,93,98,55,11,18,5,7,-76.52959,37.414991,0.1491880044
Build,176355,Baltimore,Baltimore,Maryland,05/31/2005,21244,12757,10000024,LARGE,31634,30825,30825,,,12418,31254,2.52,12418,3322,9096,31634,31254,380,8179,24836,3.04,13199,13199,12418,781,12418,6017,6401,16074,14168,11621,2547,1049,579,11,374,40,,45,0,0,337,147,373,8077,260,7817,5011,309,4702,1306,158,1148,1307,322,985,16074,14168,11621,2547,1976,298,87,75,111,1906,12450,868,433,489,820,953,838,1093,840,656,1351,1654,1438,596,146,142,133,44359,12450,786,11664,12450,2786,9664,8192,349,240,235,490,521,534,764,525,431,904,1256,1130,443,153,98,119,50073,20489,13177,245,1515,1244,2102,2729,2745,1723,425,449,12400,7731,84,3876,612,0,38,11,10,38,13177,13091,86,13177,13114,63,6013,5,8,0,0,0,0,6,0,6,167,162,622,846,2314,1128,375,179,90,12,76,12,5,0,0,6,7,-76.76438,39.338156,0.1505958247
Build,462512,Fredericksbu,Spotsylvania,Virginia,03/19/2007,22407,16648,10000261,LARGE,41472,35235,35235,,,14249,40971,2.88,14249,2451,11798,41472,40971,501,11052,36043,3.26,14958,14958,14249,709,14249,10956,3293,20831,19620,16573,3047,507,280,0,5,202,,20,8,20,167,62,447,10895,33,10862,2664,5,2659,2168,7,2161,4657,462,4195,20831,19620,16573,3047,1879,390,217,122,439,1211,14198,369,383,474,623,662,801,810,875,629,1673,2136,2546,1276,472,256,213,58861,14198,1331,12867,14198,5373,8825,11049,170,215,204,273,392,568,530,591,523,1473,1819,2320,1110,462,241,158,64764,22998,14906,735,3027,3135,4942,2219,263,258,173,154,14203,4322,601,8440,564,8,217,9,6,36,14906,14880,26,14906,14789,117,10909,30,62,39,16,28,58,16,23,60,145,321,528,1117,2651,2497,1331,803,654,269,149,31,49,18,14,11,16,-77.5559,38.271028,0.1511331687
Build,341542,Williamsburg,York,Virginia,06/05/2006,23188,16309,10000182,LARGE,23441,14971,14971,,,9107,22800,2.5,9107,1796,7311,23441,22800,641,6775,19446,2.87,9661,9661,9107,554,9107,6776,2331,11193,10388,9220,1168,70,54,0,0,0,,16,0,31,186,75,443,7796,34,7762,1549,17,1532,615,19,596,790,0,790,11193,10388,9220,1168,933,165,36,22,12,805,9016,482,395,475,277,367,443,511,510,551,873,1242,1433,708,326,257,166,55502,9016,1034,7982,9016,4533,4483,6810,190,190,239,137,214,252,405,401,405,697,1057,1265,630,316,257,155,63718,24857,9687,707,1658,1374,2747,1755,763,364,204,115,9148,3356,424,4355,878,0,85,0,15,35,9687,9680,7,9687,9667,20,6872,77,60,26,27,19,32,22,17,81,178,254,407,450,940,974,720,486,811,450,564,171,90,7,9,8,10,-76.75793,37.322936,0.1514068965
Build,55421,Lorton,Fairfax,Virginia,01/09/2006,22079,25544,10000101,LARGE,19607,18113,18113,,,6169,16893,2.74,6169,1270,4899,19607,16893,2714,4453,14225,3.19,6406,6406,6169,237,6169,4207,1962,9430,8446,7138,1308,566,171,0,263,94,,38,29,0,64,93,232,3722,30,3692,2492,118,2374,1619,174,1445,1365,244,1121,9430,8446,7138,1308,897,251,100,53,7,984,6198,130,126,130,175,135,280,415,471,299,722,844,997,621,379,274,200,63226,6198,630,5568,6198,2510,3688,4566,86,128,63,95,112,193,248,272,210,472,643,740,566,320,232,186,66742,26761,6373,477,693,1098,1676,1414,510,261,140,104,6127,2525,115,2979,453,0,27,0,20,8,6373,6341,32,6373,6360,13,4194,0,0,0,0,8,0,4,9,47,38,59,97,244,727,546,701,316,231,329,488,237,78,23,12,4,4,-77.20122,38.695915,0.1533986439
Build,1158275,Vienna,Fairfax,Virginia,06/30/2006,22182,62988,10000201,SMALL,22983,22983,22983,,,7931,22967,2.9,7931,1081,6850,22983,22967,16,6418,20476,3.19,8095,8095,7931,164,7931,6682,1249,11934,10221,9149,1072,652,35,0,551,16,,50,0,30,187,39,805,6168,95,6073,3087,149,2938,1276,189,1087,598,219,379,11934,10221,9149,1072,769,158,98,36,11,1713,7997,282,124,87,105,120,140,140,161,121,349,606,995,920,921,1305,1621,120075,7997,1449,6548,7997,5327,2670,6486,91,32,54,39,73,83,91,101,78,243,481,819,758,854,1196,1493,132529,52273,8118,425,992,780,2056,2568,876,293,41,87,7962,5355,69,2080,449,0,0,0,0,9,8118,8097,21,8118,8108,10,6756,0,10,15,0,14,0,0,5,0,5,0,6,0,15,12,80,230,566,1025,2222,1218,1041,201,91,11,13,-77.2566,38.922478,0.1539248729
